program_title,unique_users,content_count,device_name,country_code,product_type
Beck - Det tysta skriket,1,1,lg2014xdk,fi,tvod
Beck - Lockpojken,1,1,ps4xdk,dk,tvod
Alvinnn!!! Och Gänget,1,1,ios,se,svod
Alvin & the Chipmunks: The Road Chip,1,1,chromecast,se,tvod
Alvin & the Chipmunks,1,1,ps4xdk,dk,est
A Star is Born,1,1,pcdash,no,svod
100 ting at nå inden high school,1,1,ios,dk,svod
100 ting å gjøre før high school,1,1,ios,no,svod
16-Nyhetene,1,1,ios,no,svod
17-Nyhetene,1,1,pcdash,no,svod
22 Nyhederne,1,1,ps4xdk,dk,svod
300,1,1,samsung2016xdk,se,est
5. Gear - sæson 2,1,1,androiddash,dk,svod
90 days to Wed,1,1,ios,no,svod
A Bad Moms Christmas,1,1,pcdash,no,tvod
A Cinderella Story: If the Shoe Fits,1,1,pcdash,se,tvod
A Puppy for Christmas,1,1,pcdash,dk,svod
A Year in Space,1,1,ios,dk,svod
Alva,1,1,atv,no,svod
Action Point,1,1,samsung2016xdk,dk,tvod
Agenda – teckenspråkstolkat,1,1,ios,se,svod
Airwolf,1,1,atv,no,svod
Aladdin and the King of Thieves,1,1,samsung2015xdk,se,est
Alex & Co,1,1,androiddash,no,svod
Alex and co,1,1,ios,se,svod
All Eyez on Me,1,1,chromecast,dk,est
All Inclusive,1,1,ios,se,tvod
Allsvenskan: Kalmar FF - IF Brommapojkarna,1,1,androiddash,se,svod
Allsvenskan: Örebro SK - Trelleborgs FF,1,1,ios,se,svod
Alone: Lost and found,1,1,ios,se,svod
Beck - Sista Vittnet,1,1,ps4xdk,se,tvod
Bilfikserne,1,1,atv,no,svod
De Fantastiske Fehoveder,1,1,atv,dk,svod
Bisarre retter,1,1,ios,no,svod
Cars 2,1,1,samsung2015xdk,no,tvod
Cast Away,1,1,samsung2017xdk,dk,tvod
Catch Me If You Can,1,1,pchls,dk,tvod
Catfish: Trolls,1,1,ios,se,svod
Champions League Highlights 17/18,1,1,ios,se,svod
Charlie and the Chocolate Factory,1,1,pcdash,no,tvod
Chelsea - Liverpool,1,1,ios,no,svod
Chicago Med,1,1,ios,dk,svod
Chicken Little,1,1,pcdash,no,est
Children Saved by the Nazis,1,1,samsung2017xdk,dk,svod
Chuggington,1,1,ps4xdk,dk,svod
Cirkusrevyen 2014,1,1,ios,dk,tvod
Claude,1,1,ios,dk,svod
Cold Water Cowboys,1,1,pcdash,dk,svod
Comedy AID 2015,1,1,ios,dk,svod
Countryside Emergency,1,1,pcdash,dk,svod
Creed,1,1,ios,no,tvod
Daddy's Home 2,1,1,samsung2017xdk,dk,tvod
Damsels In Distress,1,1,ps3xdk,se,svod
Dan Dream,1,1,chromecast,dk,svod
Dancer in the Dark,1,1,androidxdk,no,svod
Daniel Tigers kvarter,1,1,pcdash,se,svod
Danny Cunningham – Skolans Ninja,1,1,atv,se,svod
Darkest Hour,1,1,samsung2017xdk,se,est
Days that shaped America,1,1,ios,se,svod
Caribbean Life,1,1,ios,dk,svod
Campeonato Brasileiro Live,1,1,samsung2017xdk,dk,svod
Call Me By Your Name,1,1,samsung2017xdk,no,tvod
British Open Official Film 1977,1,1,atv,no,svod
Bitch,1,1,pcdash,no,tvod
Bolighjelpen - Vancouver,1,1,ios,no,svod
Bolt,1,1,samsung2013xdk,dk,est
Borat: Cultural Learnings of America..,1,1,ps3xdk,se,tvod
Bostadspolitiken efter valet,1,1,ios,se,svod
Brace for Impact,1,1,androiddash,dk,svod
Braceface,1,1,androiddash,dk,svod
Bridget Jones's Baby,1,1,samsung2014xdk,dk,tvod
Brillebjørn på Bondegården,1,1,pcdash,no,tvod
Brimstone,1,1,chromecast,no,tvod
Bring It On,1,1,lg2015xdk,se,svod
Brojects,1,1,atv,se,svod
CSI: Miami,1,1,ios,no,svod
Brother Bear,1,1,chromecast,se,est
Brødrene Dal og Vikingsverdets Forbannelse,1,1,ios,no,svod
Brøndby - fra mareridt til medaljer,1,1,samsung2017xdk,dk,svod
Brüno,1,1,atv,dk,svod
Business briefing,1,1,ios,dk,svod
Businessfellen,1,1,atv,no,svod
Bølgen,1,1,pcdash,no,tvod
CNN Newsroom (with World Sport),1,1,pcdash,se,svod
CNN newsroom,1,1,pchls,se,svod
CNN talk,1,1,ios,se,svod
CNN today (with world sport),1,1,ios,se,svod
"I Do, I Do, I Do",1,1,ios,dk,svod
Ice Age: The Great Egg-Scapade,1,1,pcdash,se,est
Tarzan,1,1,samsung2014xdk,se,est
Prop og Berta,1,1,pcdashpr,se,svod
Orphan,1,1,lg2017xdk,fi,tvod
Oslo brenner,1,1,ios,no,svod
Pappa på heltid,1,1,androiddash,se,svod
Paprika,1,1,chromecast,se,svod
Paradise Hotel,1,1,ios,dk,svod
Patrik Laineen maalit 2017-2018,1,1,lg2016xdk,fi,svod
Paul Hollywood's City Bakes,1,1,atv,dk,svod
Paw Patrol,1,1,samsung2017xdk,dk,svod
Pearl Harbor,1,1,lg2016xdk,se,tvod
Peter Rabbit,1,1,ios,dk,tvod
Petter Kanin,1,1,atv,no,svod
Phineas och Ferb,1,1,ios,se,svod
Phineas och Ferb: Uppdrag Marvel,1,1,ios,dk,svod
Photo Ark,1,1,samsung2017xdk,se,svod
Pippi Långstrump på de sju haven,1,1,samsung2014xdk,se,tvod
Planes,1,1,atv,no,est
Planes: Fire & Rescue,1,1,chromecast,se,est
Pluras kök - Istanbul,1,1,androidxdk,se,svod
Polo Proud: The Gay Polo League,1,1,atv,se,svod
Posh Pawn,1,1,samsung2016xdk,dk,svod
Premier League Launch Show,1,1,samsung2014xdk,se,svod
Premier League Review SE,1,1,ios,se,svod
Premier League Review of the Season,1,1,ios,se,svod
Presselogen,1,1,androiddash,dk,svod
Presumed,1,1,ios,dk,svod
Operation Iceberg,1,1,samsung2017xdk,se,svod
Onsides 20 års Jubilæum,1,1,ios,dk,svod
On Wings of Eagles,1,1,ios,fi,tvod
Norges styggeste rom,1,1,atv,no,svod
NHL All-Star All Access,1,1,pcdash,se,svod
Nattens NHL,1,1,lg2015xdk,se,svod
Nattpatruljen,1,1,ios,no,svod
Nazi Secret Files,1,1,atv,se,svod
Nellie,1,1,samsung2017xdk,se,svod
New Tricks,1,1,ios,dk,svod
Night videos,1,1,ios,se,svod
Niko - Lentäjän Poika,1,1,atv,fi,tvod
No Country For Old Men,1,1,androiddash,se,tvod
No Man's Land,1,1,ps4xdk,dk,svod
Nobody's Fool,1,1,atv,no,svod
Norske byggeklosser,1,1,samsung2015xdk,no,est
"Ole, Dole, Doffen på eventyr",1,1,ios,no,svod
Norske rednecks,1,1,ios,no,svod
Nothing but hits,1,1,androiddash,no,svod
Nothing but the 00s,1,1,androiddash,se,svod
Now That's History,1,1,ios,dk,svod
Nyheterna,1,1,androiddash,dk,svod
Nymphomaniac - Vol.1 & Vol.2,1,1,chromecast,dk,tvod
Nørgaards netfix,1,1,pcdash,dk,svod
Ocean's Twelve,1,1,pcdash,se,tvod
Oda omvendt,1,1,ios,dk,svod
Oddasat,1,1,atv,se,svod
Olaf's Frozen Adventure,1,1,androiddash,se,est
Prometheus,1,1,pcdash,no,est
Property Virgins,1,1,ios,no,svod
NFL GameDay Live,1,1,ios,se,svod
Pulp Fiction,1,1,ps4xdk,no,est
Sixteen Candles,1,1,pcdash,no,tvod
Slip Køterne Løs,1,1,chromecast,dk,svod
Små og store synder,1,1,ios,dk,svod
Snooker: China Championship,1,1,androiddash,dk,svod
Soundbreaking,1,1,ios,dk,svod
Spider-Man 3,1,1,pchls,no,est
Sporløst forsvunnet,1,1,ios,no,svod
Sporting Mavericks,1,1,samsung2017xdk,se,svod
Sportsmagasin,1,1,androiddash,no,svod
Star wars rebels,1,1,ios,se,svod
Stjerner på væggen,1,1,pcdash,dk,svod
Strapatser i Papua Nya Guinea,1,1,ios,se,svod
Støvsugerbanden,1,1,ios,dk,svod
Sunny Day,1,1,atv,se,svod
Sunny day,1,1,androiddash,no,svod
Sverige idag på meänkieli,1,1,androiddash,se,svod
Sverige!,1,1,ios,se,svod
Syrror II,1,1,samsung2017xdk,dk,svod
"Sæsonen, der gik: Liverpool",1,1,ios,dk,svod
"Sæsonen, der gik: Manchester United",1,1,androiddash,dk,svod
"Sæsonen, der gik: Premier League",1,1,ios,dk,svod
Søsken,1,1,ios,no,svod
Taken 2,1,1,chromecast,se,tvod
Talking business with Aaron Heslehurst,1,1,androiddash,se,svod
Tanked 7,1,1,ios,dk,svod
Sing,1,1,androiddash,no,tvod
Side Effects,1,1,samsung2014xdk,se,svod
Shimmer och Shine,1,1,ios,se,svod
Rock Of Ages,1,1,chromecast,se,tvod
På rymmen med Pippi Långstrump,1,1,pcdash,dk,tvod
R.I.P.D.,1,1,samsung2015xdk,fi,tvod
Race to Witch Mountain,1,1,pcdashpr,dk,svod
Rambo: First Blood Part II,1,1,ps4xdk,no,tvod
Red Sparrow,1,1,samsung2012xdk,se,tvod
Remember the Titans,1,1,pcdash,se,est
Ridderprinsessen Nella,1,1,pcdash,dk,svod
Rita og krokodille,1,1,atv,no,svod
Robin Hood – spilopper i Sherwood-skoven,1,1,atv,dk,svod
Robinson Crusoe,1,1,chromecast,no,tvod
Robot & Frank,1,1,atv,no,svod
Rocky Mountain Railroad,1,1,ios,dk,svod
Sex And The City,1,1,pcdash,se,tvod
Rosa fra Rouladegade III,1,1,samsung2017xdk,dk,svod
Run To Me,1,1,pcdash,dk,svod
Rush,1,1,samsung2016xdk,no,svod
S.O.S Svartskjaer,1,1,ios,no,svod
SAS Rogue Warriors,1,1,pcdash,dk,svod
Sagoträdet,1,1,xboxonexdk,se,svod
Saving Mr. Banks,1,1,chromecast,dk,tvod
Scent of a Woman,1,1,pcdash,no,tvod
Scooby-Doo And The Loch Ness Monster,1,1,lg2017xdk,se,tvod
Scooby-Doo! and the Gourmet Ghost,1,1,samsung2014xdk,se,tvod
Secrets of the Universe: Great Scientists,1,1,samsung2014xdk,fi,svod
NFL: New England Patriots - Miami Dolphins,1,1,ios,no,svod
NFL GameDay Highlights,1,1,ios,se,svod
Icehockey: San Jose-Pittsburgh 2016,1,1,atv,se,svod
"Looney, Looney, Looney Bugs Bunny Movie",1,1,ps4xdk,dk,tvod
Kat i forklædning,1,1,pcdashpr,dk,svod
Katten i hatten vet allt om ditten och datten,1,1,samsung2015xdk,se,svod
Kenny Begins,1,1,samsung2014xdk,se,tvod
Kid-e-Cats,1,2,pcdash,se,svod
Killing Machines,1,1,chromecast,se,svod
Kim Possible,1,1,androiddash,dk,svod
Kingsman: The Golden Circle,1,1,chromecast,dk,tvod
Kirurgiske katastrofer,1,1,ios,no,svod
Kitten Rescuers,1,1,ios,se,svod
"Klassen – Det forsvundne kærestebrev, del 1",1,1,samsung2015xdk,dk,svod
Kommissær Rex,1,1,androiddash,dk,svod
Krejlerkongen efterår 2017,1,1,androiddash,dk,svod
Kveldsnytt,1,1,atv,no,svod
Kärlek från början till slut,1,1,ios,se,svod
Købmænd på 1. klasse,1,3,chromecast,dk,svod
Landmand søger kærlighed 2018,1,1,ios,dk,svod
Lassemajas detektivbyrå-Skuggor över Valleby,1,1,androiddash,se,tvod
Lego DC Super Heroes: The Flash,1,1,pcdash,se,est
Lesekorpset,1,1,atv,no,svod
Let's Be Cops,1,1,ps4xdk,fi,tvod
Lille Nørd,1,1,ios,dk,svod
Lille Roy,1,1,ps4xdk,dk,svod
Lion,1,1,samsung2015xdk,se,tvod
Live and Let Die,1,1,pcdash,se,est
Liverpool: en speciel by og klub,1,2,androiddash,dk,svod
Karsten og Petra,1,1,ios,no,svod
Kakekrigen,1,1,samsung2017xdk,no,svod
K.C. hemlig agent,1,1,ios,se,svod
Irrational Man,1,1,androiddash,se,tvod
If I Stay,1,1,pcdash,dk,tvod
If Only,1,1,pcdash,no,svod
In the Name of the Father,1,1,pcdash,dk,tvod
In the name of Your Daughter,1,1,ios,dk,svod
Inside Heston's World,1,1,samsung2017xdk,dk,svod
Inte OK,1,1,lg2015xdk,se,svod
International desk (with World Sport),1,1,pcdash,se,svod
Intouchables,1,1,pcdash,se,tvod
Iron Man,1,1,androiddash,fi,est
Iron Man 2,1,1,pcdash,se,est
Iron Man 3,1,1,chromecast,se,est
It,1,1,samsung2014xdk,dk,tvod
Jägarna,1,1,lg2016xdk,se,tvod
Ja for Fanø!,1,1,ios,dk,svod
Jack Reacher: Never Go Back,1,1,chromecast,fi,tvod
Jersey Shore Family Vacation,1,1,samsung2016xdk,dk,svod
Jersild om Trump,1,1,ios,dk,svod
Joan of Arc: God's Warrior,1,1,pcdash,no,svod
John Carter,1,1,ps4xdk,fi,tvod
Jokerit Inside,1,1,androiddash,fi,svod
Jonathan Phang's Gourmet Trains,1,1,ios,no,svod
Junior Masterchef US,1,1,pchls,no,svod
Just Tattoo Of Us,1,1,pcdash,dk,svod
Justin Bieber - Believe,1,1,pcdash,no,tvod
Logan,1,1,pcdash,se,tvod
Los olvidados,1,1,samsung2016xdk,no,tvod
NFL Fantasy Live,1,1,pcdash,se,svod
Lotta 2 - Lotta flyttar hemifrån,1,1,ps4xdk,no,tvod
Mini MGP Rullinge-værkstedet,1,1,ios,dk,svod
Minions,1,1,ios,no,tvod
Miraculous: Ladybug & Cat Noir på äventyr,1,1,ios,se,svod
Miss Peregrine's Home for Peculiar Children,1,1,samsung2017xdk,se,tvod
Mit plastikmareridt,1,1,samsung2016xdk,dk,svod
Mobil 1 The Grid,1,1,chromecast,dk,svod
Monsterjægerne,1,1,ios,dk,svod
Mord uden grænser II,1,1,samsung2016xdk,dk,svod
More Than a Game,1,1,ios,fi,svod
"Morgengymnastikken: Tonet krop, løbeteknik og fridans",1,1,pcdash,dk,svod
Motocross: VM,1,1,ios,no,svod
Motorsport: Mobil 1 The Grid,1,1,androiddash,se,svod
Motorsport: Rally WRC,1,1,ios,dk,svod
Motorsport: WTCR,1,1,samsung2017xdk,dk,svod
Mourinho's Press Conference,1,1,pchls,se,svod
Mr. Bean,1,1,pchls,se,svod
Mr. Magorium's Wonder Emporium,1,1,pcdash,fi,svod
Mulan,1,1,pcdash,dk,est
Musses klubbhus,1,1,ios,se,svod
My Fab 40th,1,1,philips2017xdk,se,svod
My Nigeria,1,1,ios,se,svod
My little pony: Vänskap är magisk,1,1,ios,se,svod
Mysteriet om danskeren,1,2,ios,dk,svod
Mystic River,1,1,pcdash,se,tvod
Mysticons,1,1,samsung2016xdk,se,svod
Mini MGP 2017 – Værkstedet,1,1,samsung2017xdk,dk,svod
Min Fede Familie,1,1,androiddash,dk,svod
Milo Murphys lov,1,1,ios,no,svod
Mary Poppins,1,1,pcdash,dk,est
Love Actually,1,1,samsung2012xdk,no,est
Lukket Visning,1,1,pcdash,no,svod
M*A*S*H,1,1,pcdash,dk,svod
MTV Floribama Shore,1,1,ios,no,svod
MTV's party hits!,1,1,androiddash,se,svod
Mad Max bortom Thunderdome,1,1,ios,se,svod
Madagaskar Pingvinene,1,1,ios,se,svod
Malou efter tio,1,1,atv,dk,svod
Man of Steel,1,1,androiddash,se,tvod
Marketplace Africa,1,1,ios,se,svod
Married by Christmas,1,1,atv,dk,svod
Masha och björnen,1,1,ios,se,svod
Mike & Molly,1,1,samsung2016xdk,no,svod
Matrix Reloaded,1,1,pcdash,no,tvod
Maxat hela maskinen,1,1,samsung2015xdk,se,svod
Maze Runner: The Scorch Trials,1,1,ios,no,tvod
Med hjartet på rette staden,1,1,androiddash,no,svod
Meglerkampen,1,1,ios,no,svod
Men Of Honor,1,1,ios,no,svod
Mesternes mester,1,1,lg2018xdk,no,svod
Mickey Og Racerholdet,1,1,lg2016xdk,dk,svod
Middle east looks east,1,1,ios,se,svod
Mielensäpahoittaja,1,1,androiddash,fi,tvod
Mighty planes,1,1,ios,se,svod
Økonominyhetene,1,1,lg2015xdk,no,svod
